id,overall_worklogs
675975,22679.191093031066
675972,3647.0018101929236
675965,6955.546626374899
675961,8887.595854717652
675955,10809.371088627784
675952,4565.287225991406
675949,7381.616470911631
675938,5856.9543251122095
675921,8138.125214439888
675919,13386.615916662306
675917,2859.9423446362503
675915,7556.720118812226
675912,1809.7153583332502
675910,6465.785015624646
675909,7585.270801270533
675906,3695.330552183952
675892,6688.844108048623
675887,3591.4106602746297
675878,17838.765206836866
675873,4494.534925830511
675861,13136.997032367366
675857,10883.848074003974
675853,12582.315577513724
675850,13418.98015350632
675849,11321.718589158192
675847,8326.280446544364
675845,20717.28401077901
675843,16604.561497191393
675841,14126.260149126774
675838,13077.431784891653
675836,9580.666101781759
675834,5158.937009134678
675831,7904.011966950533
675825,7553.479766550422
721916,27715.663350864717
721915,5668.320361223791
721914,13846.358813704337
721913,9110.22813175967
721912,18715.334529068536
721911,4892.804570749496
721910,30886.83228516933
721909,6335.083752687537
721908,5532.802265882122
721907,6776.712277857567
721906,6103.254499051104
721905,22675.23426096377
721904,14709.907278867444
721903,21435.547652237346
721902,2472.7355790159313
721901,14087.044204411104
721899,8016.038334992122
721898,18155.549352274065
721897,19537.671128348687
721896,13230.111213475115
721895,14074.971586631418
721894,24468.56418091166
721893,72173.17167677541
721892,12103.310095329056
721890,5848.644006727144
721889,9364.287369504758
721888,12054.699886082753
721885,9167.995926876816
721884,10215.505080940704
721883,3561.644654066267
721882,6363.60209253762
721881,5013.8667488300325
721877,10018.643775143219
721876,5810.289397205368
721875,25983.245663945578
721874,9270.063167003105
721873,8284.251132697884
721872,8389.65751695751
721871,10351.242889429857
721869,12829.130554934449
721868,14754.22795158263
721867,10077.692793994562
721865,7805.358595309876
721864,4979.046005177919
721862,7040.779833058193
721861,15928.787131351668
721860,5688.368311097632
721859,12109.970756434854
721858,11645.811787322506
721857,4537.1222280479205
721856,2629.935647693625
721855,9476.16158925023
721851,2773.069237014258
721850,13037.180347800191
721849,7615.47310135879
721848,10112.942069027933
721846,17822.174164850738
721845,9514.73392957751
721844,14122.404015567716
721843,2929.25227974312
721842,8949.294382505
721841,33748.931585141945
721839,19286.760219870434
721838,23017.80628509372
721837,18660.268828899396
721836,7067.9310849626345
721835,14947.632775720267
721834,16504.495554245044
721833,3943.6546259341912
721832,26411.862027214298
721831,4580.839214828082
721830,13265.553054887881
721827,10684.088068230438
721824,13234.644866331779
721822,9085.26984664359
721821,7747.05735737928
721820,6024.6223074121635
721818,5998.927559904774
721817,3445.9469224981576
721816,10875.635357945319
721814,21447.618862608917
721809,7855.42493519719
721807,4387.666937243667
721806,8165.562655699452
721805,16257.944185105833
721804,5720.558820811717
721803,23765.9301001713
721802,27339.55124033099
721801,6942.541204438199
721800,10259.13254441157
721799,20261.84442316706
721798,9503.791727334055
721797,10289.044428379593
721796,19462.984828107947
721795,13069.730685054026
721794,10081.741818447075
721792,8281.127835080568
721791,5855.75476634028
721790,4097.807790479625
721787,5553.700237633594
721786,8610.791756418841
721785,5360.027524200693
721784,5849.0526234540175
721783,7096.058133210637
721782,8663.44426759106
721780,7522.665634483607
721779,7799.172606664475
721778,8848.264834769774
721777,7531.01481414731
721776,4578.392374753342
721775,4319.091505220552
721774,4217.798479749541
721773,8840.795888090433
721772,15766.403323407372
721771,9037.918531551823
721770,6761.862120892801
721769,4329.4494575355775
721768,22369.574601943896
721767,9543.282368104772
721766,13821.06466575112
721765,10611.547081773058
721763,4750.468389237605
721762,10302.208134524262
721761,8274.52035788717
721760,14159.944229097438
721759,14291.493492659816
721758,11898.923230212446
721757,4933.502627968937
721755,8332.693000432528
721754,17772.155946087067
721751,7248.735583986583
721750,16727.739138625966
721749,8817.39257222617
721748,16858.969018588272
721747,5690.324315136669
721746,7980.4556424589255
721745,14805.08634658722
721744,10550.518872200853
721743,6574.222715758193
721742,22480.939994043794
721741,5255.616366022656
721740,18418.670978361053
721738,15030.965943703402
721737,5904.207706863655
721736,7706.364402082038
721735,16128.343528731784
721734,13698.350570860965
721733,10856.797166772138
721732,3665.253400220846
721731,10378.245496331025
721730,5699.361831333976
721729,13646.585987304756
721728,6598.817705075717
721727,9677.734810400501
721726,8793.138330758733
721725,15249.701229237678
721724,7258.266349677036
721723,3364.464570666136
721722,5080.528642227478
721721,10383.84874098457
721720,6957.301915419192
721719,8603.396898864214
721718,12999.825945131934
721717,7707.616606755362
721716,13758.693036632507
721715,20097.468847247357
721714,14629.747389557593
721713,6754.980775483443
721712,6325.06239312106
721710,4665.775583864818
721708,11288.78500671325
721707,16009.434078756736
721706,22978.381990222228
721705,5396.782277356304
721704,6240.594715217453
721703,20267.02407023873
721702,14321.339691553896
721700,5692.086634065644
721699,7564.833666749119
721698,8990.198108384691
721697,9943.66565944221
721696,6306.1127085202515
721695,7979.979652723756
721694,16604.406697774506
721693,16533.286635090466
721692,5885.838197090024
721691,5752.292312588881
721690,11434.685036300098
721689,18575.44483857163
721688,5911.57713755256
721687,11416.00519273833
721686,4856.553154290056
721685,6741.378405991204
721684,22685.181571507954
721683,16129.515032839428
721681,22700.45844376756
721680,8204.897967998899
721679,7550.89266551176
721678,3492.2061410552697
721677,8949.590871209795
721676,4098.863378998304
721675,12709.027760777088
721673,6228.307701758564
721672,5201.4294184575165
721671,6500.623696822236
721670,8984.98026415701
721668,13392.400862597073
721667,12275.371616417753
721666,13111.926685019678
721663,5720.158796435567
721659,10278.988951118663
721657,24375.65685034452
721656,10423.208875277005
721654,5555.010005270773
721653,7032.07401291639
721652,9305.059676776833
721651,6482.225991904825
721649,15318.68306223744
721648,8559.073839852377
721645,4027.959599785777
721644,8470.518845833187
721643,9149.97513013308
721640,14516.424539783837
721639,20828.92459819623
721638,2592.437023286474
721637,9881.731012500315
721636,14635.694450356024
721634,5724.110181560959
721633,12909.317479210737
721632,17513.50978190105
721631,10616.989860872196
721630,10094.799236312856
721629,5161.67983902279
721626,7255.2723354000345
721623,15152.04073638028
721622,15463.86308416879
721621,19280.86100294138
721617,8281.118333983248
721616,10021.517469210405
721615,7903.191798705511
721614,9581.053315395422
721613,23220.52536274733
721612,8504.816766448648
721611,6803.0959296660685
721605,6637.680360559821
721601,24297.732634606607
721600,9223.757513691875
721599,8289.99878050185
