id,overall_worklogs
675975,20822.847177286534
675972,3377.2347116242277
675965,7247.074123212016
675961,11724.584977764907
675955,13853.591916449746
675952,5198.7484908406195
675949,8044.972657942768
675938,4399.443076627266
675921,6658.7565361852185
675919,15007.112582093667
675917,3367.0336723739197
675915,5921.690716986112
675912,1957.6192268175205
675910,5058.349125326576
675909,7802.171823998373
675906,3316.900201573222
675892,5363.048657242234
675887,3342.269514700123
675878,20761.040501119725
675873,4190.080340420005
675861,14730.800491752412
675857,10701.558558841345
675853,11597.61175962077
675850,11217.80200760308
675849,14694.836019947315
675847,11139.494719082999
675845,19841.87050220374
675843,11066.241261355108
675841,13052.182233356287
675838,9933.321348075626
675836,7724.933113256706
675834,4578.5279157759
675831,7886.673875811414
675825,6717.35647750523
721916,27665.137788710697
721915,5609.870290635195
721914,11504.167307354557
721913,15486.357753378084
721912,12592.005894405469
721911,5502.0403200260025
721910,11532.555792122657
721909,6679.363047585235
721908,4848.443067924784
721907,6496.478134407711
721906,5527.727421013187
721905,16153.401015654792
721904,11728.452567111852
721903,17143.966246376214
721902,3851.649750615631
721901,12688.063560937557
721899,12403.062517636989
721898,15659.925831636712
721897,11714.245718839527
721896,12235.528853479645
721895,18772.507476617964
721894,23718.23790580521
721893,78497.93693117055
721892,13730.71925894918
721890,6708.558283117627
721889,16126.878977174572
721888,9034.875791202403
721885,10371.082273063894
721884,9159.013736730773
721883,4174.229298211742
721882,6611.57542913548
721881,5521.828647332074
721877,9462.550314136237
721876,7253.035923794593
721875,27016.518619427716
721874,10045.419422662126
721873,9332.572337666445
721872,7158.831474375875
721871,8702.7923571393
721869,10344.56414487951
721868,26936.99040096093
721867,6249.909092009562
721865,9967.742144137317
721864,4917.6330089268595
721862,8111.207329693214
721861,12615.605999440684
721860,6068.922742449616
721859,10582.335250105529
721858,15981.404505218827
721857,4772.021965296625
721856,4316.816460052404
721855,6442.436877604664
721851,3246.2007666398636
721850,10662.815933946782
721849,10203.22873990149
721848,10102.486997797645
721846,20363.59170835197
721845,11101.351871877057
721844,13069.842946648447
721843,3097.5482956576925
721842,11264.981538662048
721841,17750.35339703859
721839,10302.51720956437
721838,10714.869768759943
721837,12614.117971601429
721836,8926.472476617822
721835,14097.616668443981
721834,14578.053549858678
721833,6212.982516615166
721832,19305.132772432768
721831,5648.2378501310295
721830,19926.92696768434
721827,15468.334282214377
721824,12551.223036260759
721822,7369.305656722897
721821,5280.113000601682
721820,5274.223264971061
721818,5957.291349849995
721817,3956.6579726765
721816,13603.148627565979
721814,32496.167118431316
721809,9970.507760990222
721807,5046.988269179064
721806,8286.559332742814
721805,12001.347384559032
721804,4470.246440564869
721803,27895.86395933538
721802,14914.380768683237
721801,6494.211778880522
721800,8158.705544386005
721799,32376.191090115277
721798,8140.720476448933
721797,9448.399219771265
721796,15796.240336350671
721795,10336.261362653397
721794,11411.242817408527
721792,6831.325142015518
721791,5729.595684423972
721790,5163.39000345881
721787,7544.913263373722
721786,8679.506176552883
721785,6469.820661378125
721784,8686.417246390762
721783,7319.9654129584815
721782,15721.38220078449
721780,7235.281567366567
721779,9848.121100009264
721778,9996.568690457401
721777,6361.45366699487
721776,8430.033767724088
721775,3992.438834675705
721774,4738.786576208912
721773,7986.8508140337135
721772,34202.14545515105
721771,9853.640270448986
721770,6849.858915033369
721769,4421.995930353622
721768,16911.15170957771
721767,9548.607166910138
721766,13766.205487861724
721765,16009.803103951437
721763,7009.9034955249535
721762,10178.494991386078
721761,8928.959670354861
721760,15556.697486390061
721759,15498.26831712534
721758,18175.13967856655
721757,5017.158812546616
721755,8008.575105789295
721754,16608.84816889159
721751,7001.514504266453
721750,24656.59871156893
721749,7695.004348286327
721748,10401.5463996017
721747,6186.984742134952
721746,6213.747864131594
721745,12697.708135586634
721744,9546.528711519833
721743,7431.702973687271
721742,13871.968631678687
721741,5038.680661596317
721740,14552.834471074857
721738,12282.831550739318
721737,7995.006817652295
721736,7635.113919053537
721735,19479.568784213177
721734,20637.50033089817
721733,10459.764350388752
721732,3905.7283597150167
721731,11047.844902526967
721730,4590.841729700871
721729,10108.413445561708
721728,6533.61626600236
721727,12564.697488929116
721726,9261.809128227069
721725,20534.28918523779
721724,6493.89938777308
721723,4787.400461900626
721722,6043.2440091891895
721721,10714.726961380855
721720,7613.010191014846
721719,10421.715806481261
721718,12051.294315097028
721717,7548.720665595449
721716,14127.737194614221
721715,30293.778850067087
721714,13070.107381720014
721713,9029.968756422844
721712,7148.474243432136
721710,7536.6926897807225
721708,7095.653469047761
721707,20517.01504260178
721706,36103.41010687568
721705,5249.911248909719
721704,5487.806816543549
721703,20794.130812258412
721702,18705.50745809681
721700,5718.81439330964
721699,6160.403482303048
721698,10119.372157048401
