id,overall_worklogs
675975,17650.7523834163
675972,15138.86236829817
675965,16049.084662647689
675961,16079.304610813473
675955,17732.256464605514
675952,15772.715162404897
675949,18779.72327323689
675938,26621.86890342134
675921,15339.69326889829
675919,18372.25368677217
675917,15115.741227576493
675915,15853.025876952199
675912,14336.068634127283
675910,15564.920827562384
675909,15781.64970067364
675906,14888.408840614826
675892,16267.558124567526
675887,15176.425789122775
675878,18806.855704755068
675873,15103.656505984722
675861,16847.95610778459
675857,16976.224470509296
675853,16396.645375819386
675850,18197.36416194722
675849,17769.666601410943
675847,19370.49859320128
675845,20058.32664731295
675843,17600.52098133065
675841,17004.40809578082
675838,15899.00248817425
675836,15603.335324789154
675834,15243.407891900415
675831,15752.307206271691
675825,15328.658795528989
721916,17498.231444492703
721915,15671.293786874401
721914,19786.086017450518
721913,18283.30992483957
721912,28761.068757350753
721911,13426.322635445154
721910,34148.28102829782
721909,17625.262424832134
721908,16864.550232739024
721907,14152.687941661668
721906,19982.040912727643
721905,27717.112615627884
721904,20517.04450554931
721903,19912.38850085979
721902,18007.72001299072
721901,18498.6089804917
721899,13285.252931054867
721898,25721.084871107865
721897,23711.282965972823
721896,19203.47619809326
721895,16850.01623914292
721894,24812.492147898385
721893,29318.728948811375
721892,16407.91784154154
721890,16113.236575474384
721889,15934.31539625521
721888,15910.083119261819
721885,15812.9927519389
721884,17255.48374017869
721883,12419.289512257033
721882,13378.461160719206
721881,19351.34476859916
721877,14601.021423904756
721876,16304.445286451693
721875,22222.0940545044
721874,17850.156388704796
721873,20901.62380094113
721872,16350.268272131572
721871,18557.60848222498
721869,18988.538141518588
721868,23683.034043767257
721867,16600.64214886878
721865,19140.64351285792
721864,13793.30845150077
721862,14358.959216088475
721861,17567.91368430916
721860,16606.442138323044
721859,14516.610804751745
721858,23503.52585250228
721857,13439.60874199386
721856,17110.19200533795
721855,13727.961927591454
721851,13247.320992431247
721850,23500.57679200144
721849,13615.409003828692
721848,14255.82830632964
721846,21572.378881296787
721845,19089.44133425806
721844,15154.243236628135
721843,16597.565884827483
721842,15333.25526333895
721841,25585.48416526353
721839,24229.452207420294
721838,30863.19379575191
721837,20816.3654441429
721836,14090.242160893267
721835,23788.071471630457
721834,19412.232841130262
721833,12750.046562365194
721832,25006.856006761154
721831,14733.211748059375
721830,12887.996866548143
721827,12433.249439531392
721824,18051.454607180214
721822,18513.615731545986
721821,22106.587008511742
721820,13912.578965945122
721818,13402.392508827426
721817,12977.095421736922
721816,13921.918739612996
721814,20055.84970362069
721809,15639.292957664291
721807,12694.072727690836
721806,15635.615803072493
721805,23922.215193651366
721804,14721.622290280864
721803,26649.708201156674
721802,26533.069015133296
721801,14680.164726997858
721800,16550.462356064258
721799,23464.123766018445
721798,18586.812169163906
721797,16428.484484743487
721796,17395.769206756213
721795,17708.705463883118
721794,17596.345554986765
721792,15066.61855037446
721791,14110.594562734861
721790,16284.995359264442
721787,13448.571560725446
721786,14456.043244769591
721785,15458.622060458314
721784,15863.597234728952
721783,12766.545042821344
721782,17874.71124548101
721780,13014.779759598592
721779,15632.872117450048
721778,16155.160610533065
721777,13029.97758441626
721776,14162.521118790795
721775,12254.379317521609
721774,12532.053811021313
721773,15433.541930278168
721772,19243.073265350435
721771,14308.952238514192
721770,13501.108150802887
721769,17275.786383303657
721768,21085.015095795516
721767,17805.65537618965
721766,18245.388649396147
721765,15350.177439275214
721763,14781.27832722901
721762,16922.361048671453
721761,13185.119840788486
721760,15736.090111447524
721759,18593.1070130068
721758,14240.735008751926
721757,14681.749686922649
721755,13990.452771310993
721754,17158.23007858089
721751,14093.963032344289
721750,18875.35931429483
721749,19618.141614522527
721748,20880.15498857427
721747,13372.705995223301
721746,16062.072872098543
721745,15329.182957339812
721744,16652.266636217286
721743,14243.148699683505
721742,21651.09472874205
721741,17960.298640570374
721740,17240.459903890394
721738,16874.696695426606
721737,16272.163479215955
721736,18243.57155004342
721735,15594.592845615734
721734,14321.522547113282
721733,13094.283625739059
721732,16777.995279155253
721731,12021.494570398529
721730,12891.974094796597
721729,16158.99591636755
721728,15010.40122938799
721727,14965.564094691135
721726,14223.2933038694
721725,23040.285926365337
721724,14059.88717682389
721723,14106.17042558053
721722,13893.260736202714
721721,19338.66642968239
721720,14204.769974070747
721719,13733.072179268143
721718,15492.316370005079
721717,16196.547200418398
721716,15499.401172629725
721715,25659.261659873602
721714,18058.96799418857
721713,14970.445672062713
721712,14058.459403120843
721710,17210.072946079636
721708,19123.85776258677
721707,22246.047726199566
721706,26071.186192326684
721705,14646.754002778856
721704,16107.000791271079
721703,23588.419548977647
721702,17709.19882073573
721700,15147.722753189668
721699,15314.876944827769
721698,15260.780742670151
721697,15598.874422850464
721696,15536.658315643685
721695,14417.312599626803
721694,14877.061589276982
721693,18965.688753954848
721692,12368.136356737998
721691,13210.64405262842
721690,14404.238404701611
721689,19987.903738065404
721688,16200.399878968805
721687,21678.5209311691
721686,14110.146875584458
721685,12940.7920592074
721684,23610.58705972451
721683,20165.488102000952
721681,29231.36119972494
721680,13230.964408252683
721679,13478.47888896704
721678,13234.20829356129
721677,14189.54390637427
721676,13967.822862879713
721675,18334.158461578914
721673,15131.080494609047
721672,14276.683546689275
721671,14160.445177757658
721670,14505.449667210814
721668,14411.129309284783
721667,21171.051527792028
721666,17258.59440399742
721663,13240.279281818068
721659,15259.633416953502
721657,21265.99278033372
721656,16901.144035964975
721654,14386.204640013153
721653,14185.47888452857
721652,14826.020737700466
721651,14425.595186013628
721649,18597.145091546852
721648,20642.68118022374
721645,12486.333218293625
721644,15698.382163708997
721643,18930.95685469457
721640,19035.035522743678
721639,17942.163796993413
721638,17700.694655765994
721637,23119.67493041858
721636,19924.294243750624
721634,15459.533473964926
721633,17193.773143178754
721632,15302.62303417263
721631,14665.358149866088
721630,14328.00530572053
721629,14409.887497992366
721626,13522.188734833102
721623,27534.297097807575
721622,17251.45808535677
721621,19761.984882077795
721617,15935.984639662302
721616,15405.960105348167
721615,15925.084161111807
